IdLoja;Departamento;Categoria;SubCategoria;Marca;Unidade;Volume;CodigoBarra;Nome;Data;Data2;Valor;ValorPromocao;QtdeEstoqueAtual;QtdeEstoqueMinimo;Descricao;Ativo;Plu;ValorCompra;ValidadeProxima;ValorAtacado;QuantidadeAtacado;SemUso
5264;ACOUGUE;FRANGO;FRANGO ORGANICO;NAT;UN;1;7898506325351;Filezinho de Frango Nat. Verde;08/12/2023;08/12/2023;15.59;0;8;5;700g - Resfriado - Bandeja;S;1810720;0;N;0;0; 
5264;CONGELADOS;SOBREMESA;SOBREMESA PETI GATEAU;LACTA;UN;1;7898161870906;Petit Gateau Lacta;08/12/2023;08/12/2023;28.29;0;19;5;160g - Diamante Negro + Laka;S;1962182;0;N;0;0; 
5264;CONGELADOS;SOBREMESA;SOBREMESA PETI GATEAU;LACTA;UN;1;7898161870920;Mousse Lacta;08/12/2023;08/12/2023;23.89;0;0;5;160g - Laka e Oreo;S;1962307;0;N;0;0; 
5264;PAES E BOLOS INDUSTRIALIZADOS;PAES BISNAGUINHA;PAES BISNAGUINHA TRADICIONAL;PULLMAN;UN;1;7896002311687;PAO ARTESANO BISNAGUINHA NA CHAPA 300G;08/12/2023;08/12/2023;11.15;0;0;5; ;S;2139392;0;N;0;0; 
5264;BEBIDAS FRIAS;CERVEJAS;PREMIUM IMPORTADA LATA;CORONA;UN;1;7891991295055;Cerveja Corona;08/12/2023;08/12/2023;5.69;0;0;5;350ml - Extra - Lata;S;2140101;0;N;0;0; 
5264;LEITE;BEB.LACTEA AROMATIZADA;BEB.LACTEA RESTR.LACTOSE IND.;TIROL;UN;1;7896256604672;Bebida Lactea Tirolzinho;08/12/2023;08/12/2023;1.69;0;278;5;200ml - Zero Lactose - Chocolate;S;2086759;0;N;0;0; 
5264;PAES E BOLOS INDUSTRIALIZADOS;PAES BRANCO;PAES PREMIUM;PULLMAN;UN;1;7896002302197;Pao Artesano Pullman;08/12/2023;08/12/2023;9.98;0;0;5;500g - Tradicional;S;1659432;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;HIGIENE BUCAL;ATACAREJO-ESCOVA DENTAL;COLGATE;UN;1;7891024035634;Escova Dental Colgate;08/12/2023;08/12/2023;15.98;0;0;5;Classic Clean - Leve 4 com Preco Especial;S;1792829;0;N;0;0; 
5264;FRUTAS & HORTALICAS;FRUTAS EMBALADAS;KIWI;SALUTE;UN;1;7898726790151;Kiwi Salute;08/12/2023;08/12/2023;9.99;0;274;5;350g - Organico;S;2140176;0;N;0;0; 
5264;SECA LEVE;BOMBONIERE;PIRULITO;DIPLOKO;UN;1;7898970162131;PIRULITO DIPLOKO CAVEIRAS NEON 12G;08/12/2023;08/12/2023;3.25;0;276;5; ;S;2140192;0;N;0;0; 
5264;SECA LEVE;BOMBONIERE;PIRULITO;DIPLOKO;UN;1;7898967923875;PIRULITO DIPLOKO MENTA GELO 11G;08/12/2023;08/12/2023;3.59;0;354;5; ;S;2140226;0;N;0;0; 
5264;SECA LEVE;BOMBONIERE;PIRULITO;DIPLOKO;UN;1;7898967923554;PIRULITO DIPLOKO ZOMBIE NEON 10G;08/12/2023;08/12/2023;3.59;0;357;5; ;S;2140275;0;N;0;0; 
5264;PAES E BOLOS INDUSTRIALIZADOS;PANETTONES;PANETTONES ESPECIAIS;CONDOR;UN;1;7898445432257;Panettone Condor;08/12/2023;08/12/2023;54.98;0;305;5;600g - Trufado - Chocolate - Sagrada Familia - Lata;S;1780204;0;N;0;0; 
5264;SAUDAVEIS;BASE VEGETAL;HAMBURGUER;PLANTPLUS;UN;1;7899638357678;Hamburguer Vegetal Plantplus;08/12/2023;08/12/2023;25.9;0;57;5;113g - Com 2 Unidades;S;2138824;0;N;0;0; 
5264;SAUDAVEIS;BASE VEGETAL;HAMBURGUER;PLANTPLUS;UN;1;7891515608569;HAMBURGUER VEG.SADIA ABOB/GRAO BICO 113G;08/12/2023;08/12/2023;9.55;0;95;5; ;S;2138857;0;N;0;0; 
5264;BEBIDAS FRIAS;SUCO PRONTO;INFANTIL;VIG;UN;1;7891999340108;Refresco Vig Turma;08/12/2023;08/12/2023;2.19;0;0;5;200ml - Morango - TP;S;264135;0;N;0;0; 
5264;FRUTAS & HORTALICAS;VERDURAS E LEGUMES PRONTOS;MIX DE LEGUMES;MAO NA MASSA;UN;1;7899085607517;Mix de Legumes Mao na Massa;08/12/2023;08/12/2023;10.99;0;0;5;200g - Organico;S;2079382;0;N;0;0; 
5264;SECA DOCE;LEITES CULINARIOS;CREME DE LEITE LIGHT;CCGL;UN;1;7898929966827;Creme de Leite CCGL;08/12/2023;08/12/2023;2.69;0;3850;5;200g - Leve - TP;S;1998400;0;N;0;0; 
5264;LIMPEZA;COZINHA;DESENG.SACHE;VEJA;UN;1;7891035001758;LIMPADOR VEJA DESENG.LAV.400ML SACHE;08/12/2023;08/12/2023;8.99;0;0;5; ;S;2141059;0;N;0;0; 
5264;SECA PESADA;CAFES;SISTEMAS;3 CORACOES;UN;1;7896045105274;Capsula Tres;08/12/2023;08/12/2023;18.99;0;0;5;110g - Pingado;S;2051126;0;N;0;0; 
